"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
"J. D. LOCADORA DE VEÍCULOS LTDA - ME";"VIP CAR EXECUTIV TRANSPORT";"02.336.896/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79006540;"MS";"Campo Grande";"Vila Bandeirante";"R. ARGEMIRO FIALHO, 175";"(67) 3382-1117";"";"jorcelino@vipcarms.com.br";"";"www.vipcarms.com.br";"05/02/2016";"05/02/2018";"12.042945.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";6
"J. DOS R. CARDOSO - ME";"INFINITY VIAGENS & TURISMO";"19.507.114/0001-50";"Microempreendedor Individual (MEI)";"";"Mei";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";68902870;"AP";"Macapá";"Buritizal";"RUA HILDEMAR MAIA, 2711";"(96) 3242-6396";"";"infinity.viagens@hotmail.com";"";"";"01/04/2015";"01/04/2017";"04.070018.85.0001-6";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";1
"J. GONÇALVEZ - TRANSPORTES - ME";"JR TRANSPORTES";"23.348.909/0001-30";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA CLOVIS CINTRA, 1243 - VILA DONÁRIA";"(67) 9944-0036";"(67) 3255-4051";"alternativa_contabilidade@hotmail.com";"";"";"30/09/2015";"30/09/2017";"12.073934.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";1
"J. NEGRINE CORREA - LOCADORA - ME";"NEGRINE TRANSPORTES";"18.116.445/0001-05";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79071210;"MS";"Campo Grande";"Jardim Monumento";"RUA WALDEMAR WRITH Nº 259";"(67) 9260-9450";"";"jonathannegrine@hotmail.com";"";"www.negrine.com.br";"21/12/2015";"21/12/2017";"12.075787.85.0001-1";"7711-0/00-LOCADORA DE AUTOS (Secundário)";"(Inglês)";1
"J. NEGRINE CORREA - LOCADORA - ME";"NEGRINE TRANSPORTES";"18.116.445/0001-05";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79071210;"MS";"Campo Grande";"Jardim Monumento";"RUA WALDEMAR WRITH Nº 259";"(67) 9260-9450";"";"jonathannegrine@hotmail.com";"";"www.negrine.com.br";"21/12/2015";"21/12/2017";"12.075787.85.0001-1";"7711-0/00-LOCADORA DE AUTOS (Secundário)";"(Inglês)";2
"J. S. C. DA SILVA EIRELI -  ME";"SANTANA VIP SERVICE";"03.731.011/0001-30";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";72301701;"DF";"Samambaia";"Samambaia Sul";"Q QR 115  CONJ. 01 LOTE 01";"(61) 3559-1532";"";"jjscdasilva@hotmail.com";"";"";"25/05/2016";"25/05/2018";"07.063041.85.0001-0";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Alemão,Inglês"")";1
"J. TUR LOCADORA E TRANSPORTES TURISTICA LTDA - ME";"J. TUR LOCADORA E TRANSPORTES TURISTICA";"13.841.698/0001-10";"Sociedade Empresária";"10/10/2005";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21921080;"RJ";"Rio de Janeiro";"Tauá";"RUA LIVRAMENTO, N° 39";"(21) 2467-2379";"";"jay.da@bol.com.br";"";"www.pallottitour.com";"27/11/2015";"27/11/2017";"19.075322.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";1
"J. TUR LOCADORA E TRANSPORTES TURISTICA LTDA - ME";"J. TUR LOCADORA E TRANSPORTES TURISTICA";"13.841.698/0001-10";"Sociedade Empresária";"10/10/2005";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";21921080;"RJ";"Rio de Janeiro";"Tauá";"RUA LIVRAMENTO, N° 39";"(21) 2467-2379";"";"jay.da@bol.com.br";"";"www.pallottitour.com";"27/11/2015";"27/11/2017";"19.075322.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"J.A DA SILVA OLIVEIRA-ME";"HOTEL & LOCADORA CRUZEIRO";"18.219.041/0001-39";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69980000;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul";"AV.RODRIGUES ALVES-340-CENTRO";"(68) 3322-1190";"(67) 9989-0022";"hotelelocadoraczs@hotmail.com";"";"";"08/06/2016";"08/06/2018";"01.063593.85.0001-2";"5510-8/01-HOTEL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";7
"J.DOS SANTOS RODRIGUES LOCADORA E TRANSPORTE-ME";"TOP NORTE LOCADORA E TRANSPORTE";"20.399.467/0001-63";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";28020430;"RJ";"Campos dos Goytacazes";"Parque Jóquei Club";"RUA CONSTANTINO ESCOCARD, 17";"(22) 2733-3439";"";"topnortelecatur@gmail.com";"";"";"05/03/2015";"05/03/2017";"19.069440.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";1
"J.E.F.PASCOA";"TEC CELL RENT A CAR";"08.080.884/0001-43";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69980000;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul";"AV.CEL.MANCIO LIMA,604";"(68) 3322-5240";"(68) 9991-0445";"euson_cell@hotmail.com";"";"";"27/08/2014";"27/08/2016";"01.049360.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";1
"J.E.F.PASCOA";"TEC CELL RENT A CAR";"08.080.884/0001-43";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69980000;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul";"AV.CEL.MANCIO LIMA,604";"(68) 3322-5240";"(68) 9991-0445";"euson_cell@hotmail.com";"";"";"27/08/2014";"27/08/2016";"01.049360.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Espanhol)";6
"J.K. BEZERRA LOCAÇÃO DE CARROS, VANS E SERVIÇOS-ME";"J.K. LOCAÇÃO DE VEÍCULOS";"12.846.996/0001-30";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59076400;"RN";"Natal";"Lagoa Nova";"AV CAPITÃO MOR GOUVEIA, 135";"(84) 9905-7055";"";"kelserleal@hotmail.com";"";"";"27/08/2014";"27/08/2016";"20.049707.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";1
"J.K. BEZERRA LOCAÇÃO DE CARROS, VANS E SERVIÇOS-ME";"J.K. LOCAÇÃO DE VEÍCULOS";"12.846.996/0001-30";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59076400;"RN";"Natal";"Lagoa Nova";"AV CAPITÃO MOR GOUVEIA, 135";"(84) 9905-7055";"";"kelserleal@hotmail.com";"";"";"27/08/2014";"27/08/2016";"20.049707.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Inglês)";5
"J.O.D. DA CAMARA JUNIOR";"LMN RENT A CAR";"10.333.065/0001-02";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59150820;"RN";"Parnamirim";"Nova Parnamirim";"RUA PRAIA DO MEIO, 102 - A";"(84) 9979-9000";"";"lmnrentacar@hotmail.com";"";"";"28/08/2014";"28/08/2016";"20.049482.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";4
"J.O.D. DA CAMARA JUNIOR";"LMN RENT A CAR";"10.333.065/0001-02";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59150820;"RN";"Parnamirim";"Nova Parnamirim";"RUA PRAIA DO MEIO, 102 - A";"(84) 9979-9000";"";"lmnrentacar@hotmail.com";"";"";"28/08/2014";"28/08/2016";"20.049482.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";11
"J.R. DA CRUZ LOCACAO DE VEICULOS - ME";"JOTA LOCADORA E TRANSPORTES";"19.472.068/0001-00";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";18075050;"SP";"Sorocaba";"Vila Olímpia";"RUA MOACIR TOLEDO PIZA, 596";"(15) 3035-2647";"";"jlocadora@ig.com.br";"";"";"14/01/2016";"14/01/2018";"26.076125.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"(""Nenhuma das Opções"")";5
"J.R. TRANSPORTES E LOCAÇÃO DE PASSAGEIROS LTDA ME";"J. R. TRANSPORTES";"23.068.070/0001-87";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";27321090;"RJ";"Barra Mansa";"Vila Nova";"RUA SANTO ONOFRE ";"(24) 3322-3063";"";"fagner-bilac@hotmail.com";"";"";"17/11/2015";"17/11/2017";"19.075053.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";"(""Nenhuma das Opções"")";1
"J.R.N AGUIAR CONSTRUÇÕES - ME";"********";"17.767.068/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";62030262;"CE";"Sobral";"Junco";"AV. DEPUTADO JOÃO FREDERICO FERREIRA GOMES, Nº 655; APT 02 SALA 02 - CAMPO DOS VELHOS";"(88) 99289-4384";"(88) 3613-2475";"cheila.braga18@hotmail.com";"cheila.braga@yahoo.com.br";"";"16/07/2015";"16/07/2017";"06.072207.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";2
"J.R.N AGUIAR CONSTRUÇÕES - ME";"********";"17.767.068/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";62030262;"CE";"Sobral";"Junco";"AV. DEPUTADO JOÃO FREDERICO FERREIRA GOMES, Nº 655; APT 02 SALA 02 - CAMPO DOS VELHOS";"(88) 99289-4384";"(88) 3613-2475";"cheila.braga18@hotmail.com";"cheila.braga@yahoo.com.br";"";"16/07/2015";"16/07/2017";"06.072207.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";5
"J.R.N AGUIAR CONSTRUÇÕES - ME";"********";"17.767.068/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";62030262;"CE";"Sobral";"Junco";"AV. DEPUTADO JOÃO FREDERICO FERREIRA GOMES, Nº 655; APT 02 SALA 02 - CAMPO DOS VELHOS";"(88) 99289-4384";"(88) 3613-2475";"cheila.braga18@hotmail.com";"cheila.braga@yahoo.com.br";"";"16/07/2015";"16/07/2017";"06.072207.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";10
"J.V.S.DE CARVALHO - ME";"JURUÁ LOCADORA DE VEÍCULOS";"08.353.632/0001-40";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69980000;"AC";"Cruzeiro do Sul";"Cruzeiro do Sul";"AV:CEL.MANCIO LIMA,36-A,CENTRO.";"(68) 3322-2400";"(68) 9962-5101";"odaildosouza@hotmail.com";"";"";"27/08/2014";"27/08/2016";"01.049366.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(Espanhol)";14
"JAA GAMA LOCADORA DE VEÍCULOS EIRELI";"JAA GAMA LOCADORA DE VEÍCULOS EIRELI";"20.344.955/0001-73";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";23027460;"RJ";"Rio de Janeiro";"Guaratiba";"ESTRADA PEDRA, 8688";"(21) 2417-1182";"";"didosenna@ig.com.br";"";"";"28/09/2015";"28/09/2017";"19.073824.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"("""")";1
"JACUMÃ LOCAÇÕES E SERVIÇOS LTDA";"JACUMÃ RENT A CAR";"19.285.152/0001-06";"Sociedade Simples";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58322000;"PB";"Conde";"Conde";"AV. ILZA RIBEIRO, S/N";"(83) 9690-3636";"(83) 8607-8818";"dino.rr@hotmail.com";"";"";"28/04/2014";"28/04/2016";"15.062971.85.0001-0";"7711-0/00-LOCADORA DE AUTOS (Primário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";"(""Nenhuma das Opções"")";2
"JAE LOCADORA DE VEICULOS LTDA ME";"JAE TURISMO E EVENTOS";"17.424.738/0001-89";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";25716030;"RJ";"Petrópolis";"Cascatinha";"CAMINHO DA LADEIRA";"(24) 2280-2243";"";"angel_fmp@yahoo.com.br";"";"";"28/10/2014";"28/10/2016";"19.067137.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";1
"JALES MULTIMARCAS LTDA";"JALES RENT A CAR";"06.245.725/0001-26";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";72110540;"DF";"Taguatinga";"Taguatinga Norte";"QNA 54 LOTE 16 LOJA 01";"(61) 3351-6535";"(61) 9275-8787";"cristiano@jalesrentacar.com";"";"";"02/06/2014";"02/06/2016";"07.063830.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";2
"JAMPA TOUR RENT A CAR LTDA";"JAMPA TOUR RENT A CAR";"12.306.526/0001-83";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58045010;"PB";"João Pessoa";"Cabo Branco";"AV CABO BRANCO 1890";"(83) 3044-6701";"";"reserva@jampatour.com.br";"";"www.jampatour.com.br";"17/09/2015";"17/09/2017";"15.038715.85.0001-7";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-AUTOMÓVEIS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE, LEASING OPERACIONAL DE
 (Secundário)";"(Inglês)";2
"JAMPA TOUR RENT A CAR LTDA";"JAMPA TOUR RENT A CAR";"12.306.526/0001-83";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58045010;"PB";"João Pessoa";"Cabo Branco";"AV CABO BRANCO 1890";"(83) 3044-6701";"";"reserva@jampatour.com.br";"";"www.jampatour.com.br";"17/09/2015";"17/09/2017";"15.038715.85.0001-7";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-AUTOMÓVEIS SEM CONDUTOR; LOCAÇÃO DE, ALUGUEL DE, LEASING OPERACIONAL DE
 (Secundário)";"(Inglês)";18
"JAQUELINE MONTEIRO BALIEIRO - ME";"JAKTUR";"22.807.001/0001-85";"Empresário Individual (Não MEI)";"01/10/2005";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";31360120;"MG";"Belo Horizonte";"Itatiaia";"RUA JOSÉ ALVES DE SOUZA";"(31) 3498-0051";"";"lbjackyy@hotmail.com";"";"";"23/07/2015";"23/07/2017";"11.072336.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"("""")";
"JCC LOCADORA TRANSPORTE E TURISMO LTDA ME";"JCC LOCADORA";"17.371.020/0001-71";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";37540000;"MG";"Santa Rita do Sapucaí";"Santa Rita do Sapucaí";"RUA MARTINIANO RIBEIRO,580";"(35) 3471-5435";"";"desouzacontabil@hotmail.com";"";"";"04/11/2015";"04/11/2017";"11.056555.85.0001-2";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 4929-9/02-VEÍCULOS RODOVIÁRIOS DE PASSAGEIROS COM MOTORISTA, INTERESTADUAL; LOCAÇÃO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário), 4929-9/03-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL  (Secundário)";"(""Nenhuma das Opções"")";5
"JEFERSON GRAEFF DO AMARAL LOCADORA LTDA - ME";"JEFERSON GRAEFF DO AMARAL LOCADORA LTDA - ME";"07.134.931/0001-21";"Sociedade Empresária";"02/12/2004";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";8665480;"SP";"Suzano";"Cidade Edson";"RUA SANTA ISABEL, 148";"(11) 4747-4358";"";"santamonica91@hotmail.com";"";"";"17/03/2015";"17/03/2017";"26.005703.85.0001-4";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";14
"JESSICA FERNANDA DA SILVA OSANO - ME";"AGÊNCIA CITY TOUR";"20.663.966/0001-16";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";79290000;"MS";"Bonito";"Bonito";"RUA 24 DE FEVEREIRO, 2027 - CENTRO";"(67) 3255-4080";"(67) 8110-7754";"citytourms@outlook.com.br";"";"";"04/11/2014";"04/11/2016";"12.065081.85.0001-6";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Inglês,Espanhol"")";1
"JÉSSICA GARCIA BARROSA DE ANDRADE ME";"JÉSSICA GARCIA BARROSA DE ANDRADE ME";"13.259.786/0001-08";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";2060000;"SP";"São Paulo";"Vila Guilherme";"RUA EUGÊNIO DE FREITAS 267";"(11) 2905-2378";"";"spelocadora@gmail.com";"";"";"22/12/2015";"22/12/2017";"26.075839.85.0001-8";"7711-0/00-LOCADORA DE AUTOS (Primário)";"(""Nenhuma das Opções"")";1
"JF  LOCADORA  DE VEICULOS  E  SERVIÇOS LTDA -ME";"DESTAK  LOCADORA";"03.265.296/0001-60";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36010530;"MG";"Juiz de Fora";"Centro";"RUA BATISTA DE OLIVEIRA ,Nº 924 AP 102";"(32) 3216-0279";"(32) 3217-5759";"jlveicculoslocadora@gmail.com";"diego_jtrassessoriacontabil@hotmail.com";"";"15/04/2015";"15/04/2017";"11.070246.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"(Inglês)";2
"JF  LOCADORA  DE VEICULOS  E  SERVIÇOS LTDA -ME";"DESTAK  LOCADORA";"03.265.296/0001-60";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";36010530;"MG";"Juiz de Fora";"Centro";"RUA BATISTA DE OLIVEIRA ,Nº 924 AP 102";"(32) 3216-0279";"(32) 3217-5759";"jlveicculoslocadora@gmail.com";"diego_jtrassessoriacontabil@hotmail.com";"";"15/04/2015";"15/04/2017";"11.070246.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário)";"(Inglês)";3
"JI ESTRUTURAS E EVENTOS LTDA - EPP";"JI ESTRUTURAS E EVENTOS LTDA - EPP";"17.198.135/0001-06";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";49400000;"SE";"Lagarto";"Lagarto";"RUA PASSOS PORTO, Nº 92 BAIRRO CENTRO";"(79) 9970-2045";"";"jiestruturas@outlook.com";"";"";"12/05/2014";"12/05/2016";"25.063192.85.0001-2";"9001-9/02-EVENTOS MUSICAIS; ORGANIZAÇÃO DE, PROMOÇÃO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 9001-9/06-ILUMINAÇÃO LIGADA ÀS ATIVIDADES ARTÍSTICAS, CÊNICAS; SERVIÇOS DE (Secundário)";"(""Nenhuma das Opções"")";1
"JJ LOCAÇÃO & SERVIÇOS LTDA - ME";"JJ LOCAÇÃO & SERVIÇOS";"21.332.268/0001-09";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";59507000;"RN";"Alto do Rodrigues";"Alto do Rodrigues";"SÍTIO SÃO JOSÉ,  ZONA RURAL";"(84) 9653-4449";"";"tomazmelo1@hotmail.com";"";"";"20/04/2015";"20/04/2017";"20.070348.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(""Nenhuma das Opções"")";1
"JJL SERVIÇOS DE TURISMO E LOCAÇÕES LTDA-ME";"JJL SERVIÇOS DE TURISMO E LOCAÇÕES";"20.194.381/0001-02";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58322000;"PB";"Conde";"Conde";"LOT BALNEARIO NOVO MUNDO S/N Q 10 LOTE 05 PRAIA DE JACUMA";"(83) 3566-6671";"";"brunoveloso_@hotmail.com";"";"";"30/09/2014";"30/09/2016";"15.066516.85.0001-5";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";1
"JJL SERVIÇOS DE TURISMO E LOCAÇÕES LTDA-ME";"JJL SERVIÇOS DE TURISMO E LOCAÇÕES";"20.194.381/0001-02";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";58322000;"PB";"Conde";"Conde";"LOT BALNEARIO NOVO MUNDO S/N Q 10 LOTE 05 PRAIA DE JACUMA";"(83) 3566-6671";"";"brunoveloso_@hotmail.com";"";"";"30/09/2014";"30/09/2016";"15.066516.85.0001-5";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";5
"JK LOCADORA DE VEÍCULOS LTDA-ME";"VÁ DE VAN";"19.359.340/0001-31";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";29075010;"ES";"Vitória";"Goiabeiras";"AVENIDA: FERNANDO FERRARI, 2102; SL 05";"(27) 3181-2919";"";"klein.walter@hotmail.com";"vadevan.es@gmail.com";"";"08/01/2015";"08/01/2017";"08.068468.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";"(""Nenhuma das Opções"")";2
"JM LOCADORA DE VEICULOS LTDA EPP";"JM LOCADORA DE VEICULOS";"63.597.736/0001-09";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";69903420;"AC";"Rio Branco";"Aeroporto Velho";"RUA GOVERNADOR ARTHUR REIS, Nº 82 - FLORESTA ";"(68) 3227-2320";"(68) 3226-5377";"jmlocadora@brturbo.com.br";"";"";"18/11/2014";"18/11/2016";"01.051121.85.0001-9";"7711-0/00-LOCADORA DE CARROS (Primário)";"(""Nenhuma das Opções"")";43
"JM SEDANO TRANSPORTE E LOCAÇÃO EIRELI-ME";"JM SEDANO";"18.594.999/0001-00";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Locadora de Veículos";"Aluguel de Veículos";27964125;"RJ";"Macaé";"Parque Aeroporto";"RUA TIJUCA S/N LT10 QD2";"(22) 99719-3853";"";"joniemat@hotmail.com";"";"";"19/01/2016";"19/01/2018";"19.076203.85.0001-1";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";"(Inglês)";3
