"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"MONTEIRO E  FARIA HOTELARIA LTDA-ME";"CEDRO HOTEL";"18.788.168/0001-79";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76520000;"GO";"Nova Crixás";"Nova Crixás";"R TANCREDO NEVES N 217 QUADRA 17 LOTE 12";"(62) 3385-3330";"";"cedrohotel@gmail.com";"";"";"12/08/2014";"12/08/2016";"09.065468.15.0001-0";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";30;"("""")"
"MOREIRA E MORAES LTDA-ME";"LA VITRE RESTAURANTE";"17.651.643/0001-06";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75800005;"GO";"Jataí";"Setor Central";"R:JOSE PEREIRA REZENDE  991 CENTRO PARTE BAIXA";"(64) 9616-0205";"";"chefcaiomoraes@gmail.com";"";"";"11/05/2015";"11/05/2017";"09.070761.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(Espanhol)"
"MORENA COMÉRCIO DE ALIMENTOS E SORVETES LTDA - ME";"BRASILIA MILK SHAKES";"21.526.458/0001-59";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";72316071;"DF";"Samambaia";"Samambaia Norte";"Q QN 204 CONJ. 01 LOTE 09 LOJA 02";"(61) 8633-7307";"";"renatacardoso26@gmail.com";"";"";"23/02/2015";"23/02/2017";"07.069212.15.0001-9";"5611-2/03-CASA DE SUCO; SERVIÇO DE ALIMENTAÇÃO (Primário)";40;"(Inglês)"
"MORORÓ BAR E RESTAURANTE LTDA- ME";"MORORÓ BAR E RESTAURANTE";"09.127.892/0001-60";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58100000;"PB";"Campina Grande";"Centro";"RUA DES. ARQUIMEDES SOUTO MAIOR, 395";"(83) 3343-0106";"(83) 3343-0106";"morororestaurante@gmail.com";"";"";"10/11/2015";"10/11/2017";"15.041311.15.0001-0";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";0;"(""Nenhuma das Opções"")"
"MOSSINI E MOSSINI LTDA - ME";"GELO VITORIA";"10.754.231/0001-44";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78365000;"MT";"Sapezal";"Sapezal";"AVENIDA PIRAMBOIA, 649, SALA 02, CENTRO";"(65) 3383-1935";"";"vitoriaconveniencia@hotmail.com";"";"";"24/05/2016";"24/05/2018";"13.045411.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";50;"(""Nenhuma das Opções"")"
"MOURA & PENZO";"RESTAURANTE MAIS SABOR";"11.054.423/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79052170;"MS";"Campo Grande";"Coopharádio";"R. SPIPE CALARGE, 937, LOJA 01";"(67) 3342-0374";"";"maissabor_carnes@outlook.com";"";"";"29/05/2015";"29/05/2017";"12.071159.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";70;"(""Nenhuma das Opções"")"
"MR CROC PIZZARIA LTDA - ME";"MR CROC";"21.609.974/0001-47";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68537000;"PA";"Canaã dos Carajás";"Canaã dos Carajás";"AV. WEYNE CAVALCANTE, 520";"(94) 3356-0925";"";"turismocanaa@hotmail.com";"";"";"22/06/2016";"22/06/2018";"14.079358.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"MR. JAPA RESTAURANTE EIRELI - ME";"MR. JAPA DELIVERY";"17.468.590/0001-84";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78045350;"MT";"Cuiabá";"Popular";"RUA BRIGADEIRO EDUARDO GOMES, 612";"(65) 3054-5646";"(65) 9982-1009";"matschick@hotmail.com";"";"";"27/03/2015";"27/03/2017";"13.069870.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";44;"(Espanhol)"
"MR8 COMÉRCIO DE ALIMENTOS LTDA - EPP";"KONI";"20.159.147/0001-36";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71015017;"DF";"Guará";"Guará I";"QE 20 LOTE 01 PLL LOJA DE CONVENIÊNCIA SN";"(61) 8347-0605";"(61) 3039-1717";"mauriciocallipo@gmail.com";"contato@divinoparaiso.com.br";"www.divinoparaiso.com.br";"22/10/2014";"22/10/2016";"07.067040.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"MULT BAR LTDA - ME";"MULT BAR";"97.521.674/0001-73";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";78360000;"MT";"Campo Novo do Parecis";"Campo Novo do Parecis";"AV BRASIL Nº 569";"(65) 8433-3455";"";"daril@controllermt.com.br";"";"";"10/11/2014";"10/11/2016";"13.067422.15.0001-0";"5611-2/01-ROTISSERIA; SERVIÇO DE ALIMENTAÇÃO (Secundário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário), 5611-2/03-BAR SEM SERVIÇO COMPLETO (Secundário)";200;"(Espanhol)"
"MULTIPLUS COMERCIO DE ALIMENTOS LTDA - EPP";"MULTIPLUS RESTAURANTE";"33.173.584/0001-56";"Sociedade Empresária";"";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79002201;"MS";"Campo Grande";"Centro";"RUA MARECHAL CANDIDO MARIANO RONDON, 2512";"(67) 3384-6060";"";"multiplusltda@uol.com.br";"";"www.multiplusrestaurante.com.br";"16/09/2015";"16/09/2017";"12.041098.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";140;"(""Inglês,Espanhol"")"
"MUNARETTO E CASSEMIRO LTDA - ME";"BENEDETTO";"20.192.874/0001-03";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79804040;"MS";"Dourados";"Jardim América";"RUA DOUTOR NELSON DE ARAUJO, 684";"(67) 3423-9490";"";"ristorantebenedetto@hotmail.com";"";"";"04/09/2014";"04/09/2016";"12.066014.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";60;"(""Nenhuma das Opções"")"
"MV ALIMENTOS LTDA";"LA PIZZA";"06.977.812/0001-78";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";74333090;"GO";"Goiânia";"Jardim Planalto";"RUA ENTRE RIOS QD 23 LT 18";"(62) 3247-4511";"";"marcosismar@gmail.com";"";"www.lapizza.net.br";"25/03/2015";"25/03/2017";"09.069833.15.0001-5";"5611-2/03-PIZZARIA (TIPO FAST-FOOD); SERVIÇO DE ALIMENTAÇÃO (Primário)";120;"(""Nenhuma das Opções"")"
"MYRANTE ALIMENTOS E SERVIÇOS EIRELI - ME";"MYRANTE ALIMENTOS E SERVIÇOS EIRELI - ME";"00.600.172/0001-04";"Empresa Individual (EIRELI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";8900000;"SP";"Guararema";"Guararema";"RUA RAUL DE CASTRO Nº 45";"(11) 4693-5435";"";"compras.mirantedoparaiba@gmail.com";"nathalyastilhano@gmail.com";"";"29/12/2015";"29/12/2017";"26.075899.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";135;"(""Inglês,Espanhol"")"
"N D DA SILVA COMÉRCIO LTDA- ME";"BARRACA ROTA DO MAR";"97.531.381/0001-77";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68721000;"PA";"Salinópolis";"Salinópolis";"PRAIA DO ATALAIA, S/N";"(91) 8026-5802";"";"flogelso@gmail.com";"";"";"01/04/2016";"01/04/2018";"14.061942.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Nenhuma das Opções"")"
"N E R LANCHONETE LTDA - ME";"LANCHONETE SERRAMAR";"00.937.030/0001-29";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";88150000;"SC";"Águas Mornas";"Águas Mornas";"AV TEOFILO BEPPLER ";"(48) 3245-9093";"";"restauranteideal@hotmail.com";"";"";"28/08/2014";"28/08/2016";"24.065867.15.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";40;"(""Nenhuma das Opções"")"
"N S CAMPOS-ME";"RESTAURANTE TEMPERO GOIANO";"16.749.678/0001-01";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75805040;"GO";"Jataí";"Setor Aeroporto";"R TOCANTIS 381 QD: 18 LT: 01 SETOR PLANALTO";"(64) 3661-3597";"";"tempgoiano14@outlok.com";"";"";"12/05/2015";"12/05/2017";"09.070784.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";98;"(""Nenhuma das Opções"")"
"N. A. S. VINHOLTE RESTAURANTE - ME";"PIRACAIA RESTAURANTE E EVENTOS";"14.068.745/0001-05";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";68005080;"PA";"Santarém";"Centro";"RUA FLORIANO PIEIXOTO, 557";"(93) 99133-5387";"";"nilce_vinholte@hotmail.com";"";"";"16/06/2015";"16/06/2017";"14.071531.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(Inglês)"
"N.M.PEREIRA DE ARAUJO-ME";"HOTEL E RESTAURANTE PARAISO";"17.323.303/0001-48";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69935000;"AC";"Assis Brasil";"Assis Brasil";"RUA:ENEIDA BATISTA,S/Nº CENTRO";"(68) 3548-1367";"";"restauranteparaiso@hotmail.com";"";"";"06/07/2015";"06/07/2017";"01.055112.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";60;"(Espanhol)"
"N.N. PEIXOTO E CIA LTDA - ME";"LANCHONETE E CHURRASCARIA JARAGUA";"04.258.671/0001-08";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76330000;"GO";"Jaraguá";"Jaraguá";"ROD BR 153, N190, QD. 01 LT. 01";"(62) 3326-2774";"";"dieglucena@hotmail.com";"";"";"18/11/2015";"18/11/2017";"09.075091.15.0001-0";"5611-2/01-A KILO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário), 5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Secundário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário)";120;"(""Nenhuma das Opções"")"
"NADIELE COSTA LUZ-ME";"CHAME A PIZZA";"23.755.932/0001-40";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76420000;"GO";"Niquelândia";"Niquelândia";"R DOM BOSCO 33 C/AV.ANHANGUERA JARDIM AURORA";"(62) 3354-1523";"";"cadastro@jdmcontabil.com.br";"";"";"19/02/2016";"19/02/2018";"09.076745.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário)";36;"(""Nenhuma das Opções"")"
"NAGAISHI & OLIVEIRA LTDA - ME";"EMPÓRIO BRISSAC";"20.065.584/0001-90";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";78049400;"MT";"Cuiabá";"Rodoviária Parque";"AV. FLORAIS, 678 - ARYA MALL";"(65) 8442-4000";"";"celso@emporiobrissac.com.br";"";"www.emporiobrissac.com.br";"12/08/2014";"12/08/2016";"13.065486.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";30;"(Inglês)"
"NAKATA & CIA LTDA - ME";"SHANGAI ORIENTAL FOOD";"22.299.288/0001-80";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79750000;"MS";"Nova Andradina";"Nova Andradina";"RUA SENADOR AURO DE MOURA ANDRADE Nº. 1778";"(67) 3441-1155";"(67) 9650-2807";"escritoriolima01@outlook.com";"";"";"05/10/2015";"05/10/2017";"12.074049.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";54;"(Japonês)"
"NASCIMENTO BUFFET E EVENTOS LTDA - ME";"GONÇALVES E CIA";"13.370.252/0001-54";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";79004021;"MS";"Campo Grande";"Vila Santa Dorothéia";"RUA JOSÉ SANTIAGO, 78";"(67) 3211-9890";"";"cupimcasqueiradocg@hotmail.com";"";"";"18/11/2015";"18/11/2017";"12.075104.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";120;"(Inglês)"
"NATALIA HAMANI RAUSCH EIRELI - ME";"POUSADA DO FRANCES";"05.589.301/0001-16";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";11250000;"SP";"Bertioga";"Bertioga";"AV TOME DE SOUZA, 3229";"(13) 3316-2626";"(13) 3316-2626";"contato@pousadadofrances.com";"";"www.pousadadofrances.com";"12/06/2015";"12/06/2017";"26.055126.15.0001-7";"5510-8/02-APART-HOTEL (USADO COMO HOTEL) (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário), 5510-8/01-HOTEL (Secundário)";60;"(""Francês,Inglês,Italiano,Espanhol"")"
"NEGREIROS DE OLIVEIRA & RODRIGUES LTDA - ME";"COSTELA'S BEER";"20.038.339/0001-94";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78450000;"MT";"Nova Mutum";"Nova Mutum";"AV. DAS ARAPONGAS, Nº 705, JD. DAS ORQUÍDEAS";"(65) 3308-2660";"";"tiagonegreiros@hotmail.com";"";"";"18/09/2014";"18/09/2016";"13.066337.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";254;"(Inglês)"
"NELCI CASARIN - ME";"CASARIN CHOPERIA PIZZARIA E RESTAURANTE";"05.812.484/0001-97";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";78450000;"MT";"Nova Mutum";"Nova Mutum";"AV. MUTUM, 1500, CENTRO";"(65) 3308-3124";"";"casarin@casarinmt.com.br";"";"";"15/04/2015";"15/04/2017";"13.038059.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";900;"(""Inglês,Italiano"")"
"NELI M. COSMANN -ME";"CHURRASCARIA O PANELÃO";"36.957.389/0001-05";"Sociedade Empresária";"28/06/1991";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78600000;"MT";"Barra do Garças";"Barra do Garças";"AV MINISTRO JOÃO ALBERTO, 678, CENTRO";"(66) 3401-2273";"";"churrascaria_opanelao@hotmail.com";"";"";"27/05/2015";"27/05/2017";"13.035468.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";142;"(""Nenhuma das Opções"")"
"NELIO CATANHO ARONE - ME";"NCA LANCHONETE";"21.204.139/0001-27";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";79610100;"MS";"Três Lagoas";"Jardim Alvorada";"AV. RANULPHO MARQUES LEAL, QD. 113 - BOX 02 - LOJA HAVAN";"(67) 3521-6472";"";"contato@officinadeprojetos.com.br";"";"";"02/10/2015";"02/10/2017";"12.074007.15.0001-0";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";88;"(Inglês)"
"NELORE GRILL CHURRASCARIA LTDA";"NELORE GRILL CHURRASCARIA";"13.696.506/0001-29";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901970;"GO";"Rio Verde";"Setor Central";"RUA CINCO Nº 28 QD. 22 VILA AMALIA";"(64) 3621-2093";"";"rv.geraldo@hotmail.com";"";"";"28/04/2015";"28/04/2017";"09.049390.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Nenhuma das Opções"")"
"NEPOMUCENO & LEANDRO COMÉRCIO E SERVIÇOS DE ALIMENTOS LTDA - ME";"FRANGO NO POTE";"19.728.109/0001-78";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";72145450;"DF";"Taguatinga";"Taguatinga Norte";"QNM 34 ÁREA ESPECIAL  01 LOJA 347";"(61) 3046-3346";"";"carolino.bsb@gmail.com";"";"";"10/06/2015";"10/06/2017";"07.071396.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";100;"(""Nenhuma das Opções"")"
"NEPOMUCENO & MIRANDA COMÉRCIO E SERVIÇOS DE ALIMENTOS LTDA - ME";"FRANGO NO POTE";"22.351.256/0001-86";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";71805731;"DF";"Riacho Fundo";"Riacho Fundo";"Q QN7 AREA ESPECIAL 1 S/N LOJA 02";"(61) 3046-3346";"";"carolina.bsb@gmail.com";"";"";"19/06/2015";"19/06/2017";"07.071618.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";20;"(""Nenhuma das Opções"")"
"NEPOMUCENO & NEPOMUCENO COMERCIO E SERVIÇOS DE ALIMENTAÇÃO LTDA - ME";"FRANGO NO POTE";"22.415.417/0001-58";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";71917000;"DF";"Taguatinga";"Norte (Águas Claras)";"AV. FLAMBOYANT LOTE 24 LOJA 21 TÉRREO ";"(61) 30464-3346";"";"carolino.beb@gmail.com";"";"";"10/06/2015";"10/06/2017";"07.071375.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";80;"(""Nenhuma das Opções"")"
"NEUMANN E NEUMANN LTDA- ME";"OLIVEIRA'SRESTAURANTE E ROTISSERIA";"16.899.267/0001-00";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78015600;"MT";"Cuiabá";"Poção";"AV: FERNANDO CORREA DA COSTA, 298";"(65) 3358-3360";"";"restaurante-oliveiras@hotmail.com";"";"";"20/07/2015";"20/07/2017";"13.050629.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";110;"(""Nenhuma das Opções"")"
"NEUSA ARMELINDA BERTELLI RESTAURANTE - ME";"LINGO LINGO RESTAURANTE";"11.051.230/0001-04";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";23970000;"RJ";"Parati";"Parati";"ESTRADA PARATY CUNHA, S/N KM 3,5";"(24) 3371-7870";"";"minalingolingo@gmail.com";"";"";"23/06/2015";"23/06/2017";"19.071699.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário), 5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";80;"(""Nenhuma das Opções"")"
"NFE COMÉRCIO DE ALIMENTOS LTDA - ME";"NAZO SUSHI BAR";"21.131.221/0001-79";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70610480;"DF";"Brasília";"Zona Industrial";"Q SIG QD. 08 LOTE 2375 PARTE A ";"(61) 8144-6666";"";"contato@nazosushibar.com.br";"";"";"19/06/2015";"19/06/2017";"07.071610.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(Inglês)"
"NILSA GONCALO DOS SANTOS - ME";"NILSA GONCALO DOS SANTOS - ME ";"02.175.329/0001-19";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";11680000;"SP";"Ubatuba";"Ubatuba";"AV. BEIRA MAR, N°: 160;";"(12) 3836-9333";"";"petiscosbeiramar@gmail.com";"";"";"05/08/2014";"05/08/2016";"26.065285.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";50;"(""Nenhuma das Opções"")"
"NILZETE DO ROSARIO BARBOSA ROCHA 46686550310";"LANCHONETE DA NILZA";"12.824.822/0001-76";"Microempreendedor Individual (MEI)";"";"Mei";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";65590000;"MA";"Barreirinhas";"Barreirinhas";"RUA DOS CRENTES , S/N - POVOADO SOBRADINHO";"(98) 99200-1135";"(98) 99111-0032";"semturbarreirinhas@gmail.com";"";"";"17/03/2016";"17/03/2018";"10.077375.15.0001-7";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";34;"("""")"
"NINFA GUARDA BARCOS LTDA";"NINFA GUARDA BARCOS";"37.272.713/0001-14";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75720000;"GO";"Três Ranchos";"Três Ranchos";"AV MARIA MARCELINO S/N LOT LAGO AZUL CENTRO";"(64) 3475-1159";"";"resende_maira@hotmail.com";"";"";"11/02/2016";"11/02/2018";"09.043035.15.0001-1";"9329-8/99-GUARDA DE EMBARCAÇÕES; SERVIÇOS DE (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";0;"("""")"
"NIRLENE DA CONSOLACAO SILVA FRANCISCO 72397349604";"BAR DO GERALDO";"21.379.159/0001-39";"Empresário Individual (Não MEI)";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";35450000;"MG";"Itabirito";"Itabirito";"RUA ZINIA 223";"(31) 98822-4633";"(31) 98822-4633";"gutierrezbardogeraldo@gmail.com";"";"";"14/06/2016";"14/06/2018";"11.079169.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";40;"(""Nenhuma das Opções"")"
"NÓBREGA ALIMENTOS LTDA";"SPAZZIO VERDI";"14.111.546/0001-24";"Sociedade Empresária";"27/06/1986";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";66035415;"PA";"Belém";"Nazaré";"AVENIDA BRAZ DE AGUIAR, 824";"(91) 3366-1153";"";"spazzioverdi@gmail.com";"";"";"22/06/2015";"22/06/2017";"14.036577.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";150;"(""Nenhuma das Opções"")"
"NOGUEIRA & FERREIRA LTDA - ME";"NOGUEIRA & FERREIRA LTDA - ME";"20.553.357/0001-04";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Similar";78068555;"MT";"Cuiabá";"Boa Esperança";"RUA TRINTA E SETE, Nº 198, ANT Nº 186";"(65) 4141-4565";"";"contato@brigadeli.com.br";"";"";"15/10/2014";"15/10/2016";"13.066927.15.0001-0";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";10;"(""Nenhuma das Opções"")"
"NOKI COMÉRCIO DE ALIMENTOS LTDA";"KONI STORE";"08.902.225/0001-45";"Sociedade Empresária";"01/06/2007";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70272520;"DF";"Brasília";"Asa Sul";"SCLS 209 BLOCO B LOJA 39";"(61) 3244-1378";"(61) 3244-1378";"asasul@kooonistore.com.br";"";"WWW.KONISTORE.COM.BR";"22/04/2015";"22/04/2017";"07.037062.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";92;"(Inglês)"
"NORIVAL CORDEIRO DA SILVA - ME";"POUSADA E RESTAURANTE CARCARÁ";"05.070.060/0001-02";"Empresário Individual (Não MEI)";"30/04/2002";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62598000;"CE";"Jijoca de Jericoacoara";"Jijoca de Jericoacoara";"RUA DO FORRÓ, S/N - VILA DE JERICOACOARA";"(88) 99661-1440";"";"reserva@pousadacarcara.com";"cadastro@servcon1.com";"www.pousadacarcara.com";"17/05/2016";"17/05/2018";"06.036849.15.0001-5";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";30;"(""Alemão,Francês,Inglês"")"
"NORTE  SERVIÇOS  E REFEIÇOES LTDA -ME";"RESTAURANTE  RODOVIARIO";"18.300.920/0001-90";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69400000;"AM";"Manacapuru";"Manacapuru";"AV. PEDRO RATES DE  OLIVEIRA";"(92) 3361-3434";"(92) 9194-6869";"sarah-monteiro3@hotmail.com";"";"";"04/09/2014";"04/09/2016";"03.066024.15.0001-8";"5611-2/01-RESTAURANTE COM SERVIÇO COMPLETO
 (Secundário)";80;"(Espanhol)"
