"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"LINGUAS";"QUANTIDADE"
ALVES EMPREENDIMENTOS LTDA - ME;ALVES EMPREENDIMENTOS LTDA - ME;"09.406.028/0001-06";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;28.020.155;RJ;Campos dos Goytacazes;Parque Jóquei Club;RUA RICARDO QUITETE, 08;(22) 99817-0253;;alvesempreendimentos@gmail.com;;;"19.068824.85.0001-0";"9001-9/02-EVENTOS MUSICAIS; ORGANIZAÇÃO DE, PROMOÇÃO DE (Primário), 9001-9/03-EVENTOS DE DANÇA; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 9319-1/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS; SERVIÇOS DE (Secundário), 4929-9/01-ÔNIBUS MUNICIPAL COM MOTORISTA; LOCAÇÃO DE (Secundário), 7739-0/99-EQUIPAMENTOS PARA ILUMINAÇÃO DE EVENTOS; ALUGUEL DE, LOCAÇÃO DE
 (Secundário), 4929-9/01-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7739-0/99-EQUIPAMENTOS DE AUDIO VISUAL; ALUGUEL DE, LOCAÇÃO DE (Secundário), 5620-1/02-SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ (Secundário), 7420-0/04-FILMAGEM DE EVENTOS; SERVIÇOS DE (Secundário), 7420-0/01-PRODUÇÃO FOTOGRÁFICA PARA FESTAS E OUTROS EVENTOS (Secundário), 9001-9/01-ORGANIZAÇÃO, PROMOÇÃO DE EVENTOS DE TEATRO; ATIVIDADE DE  (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE FEIRAS E EXPOSIÇÕES; SERVIÇOS DE (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário), 7739-0/99-ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR (Secundário), 7739-0/03-PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORO; LEASING  OPERACIONAL. (Secundário), 7739-0/99-EQUIPAMENTOS DE SOM; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGENS (Secundário)";;0
ROSARIO LOCADORA DE VEÍCULOS LTDA;CONNECTA;"38.058.061/0001-82";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;71.200.030;DF;Guará;Zona Industrial;ST SIA TRECHO 03 LOTES 1310/1320 SALA 305;(61) 3363-9560;(61) 3363-9560;marcus@connectalocadora.com.br;;;"07.069214.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
JOAO PAULO APARECIDO MARTINS-ME;JOTA TRANSPORTES;"17.543.231/0001-44";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;18.640.000;SP;Pardinho;Pardinho;MANOEL TAVARES N.18;(14) 3815-8513;(14) 99655-7390;jota.rcontato@gmail.com;;;"26.078965.85.0001-7";"7711-0/00-LOCADORA DE AUTOS (Secundário)";Nenhuma das Opções;0
"MÔ D""MARY LOCAÇÃO DE VEÍCULOS E COMÉRCIO DE BOLSAS LTDA-ME";"MÔ D""MARY TURISMO";"12.382.025/0001-86";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;27.331.160;RJ;Barra Mansa;Piteiras;RUA JOSÉ PEREIRA DE CARVALHO, Nº 247;(24) 3324-7179;;modmaryturismo@hotmail.com;;;"19.060900.85.0001-7";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
J B DE SOUSA GUEDES - ME;J B DE SOUSA GUEDES - ME;"15.314.951/0001-02";Empresário Individual (Não MEI);;Empresa de Médio ou Grande Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;59.650.000;RN;Açu;Açu;RUA BATISTA VICENTE, 60 - SITIO MORADA NOVA;(84) 3331-1507;(84) 99916-3107;batistinhaguedes@hotmail.com;;;"20.079681.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";;0
BATUR - BAHIA TRANSPORTES E TURISMO EIRELI;USE TAXI;"04.849.689/0001-84";Empresa Individual (EIRELI);"27/12/2001";Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;40.335.000;BA;Salvador;Pero Vaz;RUA PERO VAZ, 355, 1º ANDAR;(71) 3386-7777;(71) 3351-6824;usetaxi@salvador.com.br;iff@lognet.com.br;WWW.USETAXISALVADOR.COM.BR;"05.035146.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;1
RIBAL LOCADORA DE VEÍCULOS LTDA - EPP;RIBAL LOCADORA;"07.605.506/0001-73";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;71.250.110;DF;Guará;Zona Industrial;SCIA QUADRA 14 CONJUNTO 02 LOTES 1/3;(61) 3425-2525;;postoribal@gmail.com;;;"07.051663.85.0001-7";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
JCC LOCADORA TRANSPORTE E TURISMO LTDA ME;JCC LOCADORA;"17.371.020/0001-71";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;37.540.000;MG;Santa Rita do Sapucaí;Santa Rita do Sapucaí;RUA MARTINIANO RIBEIRO,580;(35) 3471-5435;;desouzacontabil@hotmail.com;;;"11.056555.85.0001-2";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 4929-9/02-VEÍCULOS RODOVIÁRIOS DE PASSAGEIROS COM MOTORISTA, INTERESTADUAL; LOCAÇÃO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário), 7711-0/00-LOCADORA DE CARROS (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário), 4929-9/03-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL  (Secundário)";Nenhuma das Opções;0
VANDERLI DE MELO SOUZA - ME;PVJ - FRETAMENTO E LOCACAO;"08.058.865/0001-10";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.519.411;SP;Guaratinguetá;Jardim do Vale;AVENIDA JOSE PEREIRA DA CRUZ, 488 - CASA;(12) 3126-1435;;pvjtur@hotmail.com;;;"26.074229.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
J.R. LOPES LOCAÇÕES-ME;J.R. LOPES;"07.705.829/0001-39";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.210.180;SP;São José dos Campos;Centro;RUA RUBIÃO JUNIOR ,664;(12) 99165-5871;;jrlopes.terceiros@unimedsjc.com.br;;;"26.078827.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
ZAZATUR FRETAMENTO LTDA - ME;ZAZATUR TURISMO;"18.973.117/0001-17";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;82.630.140;PR;Curitiba;Atuba;RUA PERY SOTTO MAIOR BITTENCOURT, 729;(41) 9973-7973;;claudenirdacruz@gmail.com;;;"18.081267.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
FERREIRA & PINTO SERVIÇOS E TRANSPORTE LTDA - EPP;RODACAR LOCAÇÃO & SERVIÇOS;"08.779.278/0001-10";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;55.345.000;PE;Iati;Iati;AVENIDA MANOEL FLORÊNCIO DE SOUZA N ° 02;(87) 3763-4463;;rodacarlocacoes@hotmail.com;;;"16.076787.85.0001-3";"7711-0/00-LOCADORA DE AUTOS (Primário)";Nenhuma das Opções;0
SUMMA LOCADORA DE VEICULOS LTDA ME;IMPERADOR TURISMO;"15.178.995/0001-52";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;6.702.235;SP;Cotia;Jardim Nova Vida;RUA DOS SONETOS 74;(11) 3445-3400;;proscila@webassessoria.com.br;;;"26.063276.85.0001-6";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
NEIDAIR SANTA ROSA FONTANINI - LOCADORA - ME;BAMBAM LOCADORA E TRANSPORTES;"61.332.201/0001-80";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;12.800.000;SP;Queluz;Queluz;RUA PRUDENTE DE MORAES, 270;(12) 3147-2607;;neidairsanfon@hotmail.com;;;"26.074714.85.0001-9";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
JKS ABEMATSU LOCAÇÃO DE AUTOMOVEIS LTDA -ME;JKS ABEMATSU LOCAÇÃO DE AUTOMOVEIS LTDA -ME;"15.498.885/0001-78";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;13.295.000;SP;Itupeva;Itupeva;RUA VICENTE LOPES DA COSTA Nº 55;(11) 98928-7533;;hiroabe@hotmail.com;;;"26.081947.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
CHAPAS TUR LOCAÇÃO DE VANS LTDA - ME;JL TRANSPORTES E LOCAÇÃO;"17.265.374/0001-31";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;7.154.620;SP;Guarulhos;Jardim Fortaleza;RUA KAZUKO FUJI SHIMIZU,219;(11) 2467-6912;(11) 2467-6912;chapasturlocadora@gmail.com;;;"26.069590.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 7711-0/00-LOCADORA DE AUTOS (Secundário)";Nenhuma das Opções;0
HELLO SAMPA LOCADORA DE VEICULOS EIRELI;HELLO SAMPA RECEPTIVE SERVICE;"16.989.340/0001-27";Empresa Individual (EIRELI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;9.551.090;SP;São Caetano do Sul;Barcelona;TRAVESSA NOSSA SENHORA DA APARECIDA, 12;(11) 4224-2183;;hellosampa@hotmail.com;;www.hellosampa.com.br;"26.053469.85.0001-9";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Inglês;0
RAMON AUTO MARCAS LTDA-ME;RAMON AUTO-MARCAS;"37.619.681/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;75.530.050;GO;Itumbiara;Setor Anhangüera;AV SANTOS DUMONT Nº 258;(64) 3404-8900;(64) 3431-7797;rosane.alves@locarx.com.br;;;"09.051996.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";;0
ORISTUR TURISMO LTDA;ORISTUR TURISMO;"07.754.094/0001-33";Sociedade Empresária;"02/01/2006";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;75.801.085;GO;Jataí;Vila Olavo;AVENIDA RIO CLARO Nº 28                                     ;(64) 3631-4692;(64) 9606-2699;elianeberaldo10@hotmail.com;;;"09.020301.85.0001-6";"4929-9/02-TRANSPORTE COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO MUNICIPAL, INTERESTADUAL E INTERNACIONAL
 (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
R.A. GESTÃO EMPRESARIAL LTDA - ME;LOCAR;"08.346.201/0001-57";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;64.000.370;PI;Teresina;Centro;RUA COELHO DE RESENDE Nº 57 SL/02;(86) 99981-5494;;amc.robson@gmail.com;;;"17.076562.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
SETELOC LTDA;SETELOC;"20.611.180/0001-55";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;39.400.058;MG;Montes Claros;Centro;RUA DOM PEDRO II, 841, CASA A;(31) 3653-8889;;bernardo.penna@seteloc.com.br;;;"11.081566.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário), 7711-0/00-LOCADORA DE CARROS (Secundário)";Inglês;0
JOSÉ FIUZA DOS SANTOS - ME;TEL LOCADORA;"05.809.594/0001-08";Empresário Individual (Não MEI);"10/08/2003";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;39.470.000;MG;Itacarambi;Itacarambi;RUA JOAQUIM MOREIRA, 29 - SÃO JOSÉ;(31) 3357-3733;;telocadora@yahoo.com.br;;;"11.034692.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;1
CARLOS RENT A CAR LTDA - ME;EXECUTIVA RENT A CAR;"05.381.879/0001-82";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;60.020.060;CE;Fortaleza;Benfica;RUA MARECHAL DEODORO, 619-A;(85) 3242-7088;(85) 99981-0899;saletevianasilva@gmail.com;;;"06.065595.85.0001-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
LUIS FELIPE EBOLI IABRUDI EPP;IABRUDI COMERCIO E LOCACOES;"09.471.513/0001-55";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;35.970.000;MG;Barão de Cocais;Barão de Cocais;RUA ANTONIO SOEIRO, 13 / 37 - VILA REGINA;(31) 3837-1345;(31) 3837-3518;iabrudilocacoes@gmail.com;;www.hotelsenhordobarao.com.br;"11.079584.85.0001-5";"5510-8/01-HOTEL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Italiano ,Inglês;0
F. ERIBERTO & FILHOS LTDA- EPP;ACERT LOCADORA DE VEICULOS;"12.675.054/0003-06";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;58.040.300;PB;João Pessoa;Torre;AV. MIN. JOSE AMERICO DE ALMEIDA, 902 SALA 101;(83) 3224-4067;(83) 3224-4067;betoveiculosjp@yahoo.com.br;;;"15.050696.85.0003-5";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
RUMO CERTO LOCADORA DE VEICULOS LTDA - ME;RUMO CERTO - EXECUTIVE SERVICE;"17.091.672/0001-52";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;3.711.012;SP;São Paulo;CANGAÍBA;AVENIDA CANGAIBA, 1723;(11) 97106-0103;;rumocertolocadora@terra.com.br;;;"26.070523.85.0001-9";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol ,Italiano ,Inglês;0
LUPA TRANSPORTES COMERCIO E SERVIÇOS LTDA;LUPA RENT A CAR;"63.213.532/0001-27";Sociedade Empresária;"01/01/1992";Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;41.750.100;BA;Salvador;Armação;RUA ANQUISES REIS 81  EDF. TROPICALIA LJ 05 E 06;(71) 3232-0871;(71) 3232-0871;lupa@luparentacar.com.br;;WWW.LUPARENTACAR.COM.BR;"05.032121.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;1
J.A DA SILVA OLIVEIRA-ME;HOTEL & LOCADORA CRUZEIRO;"18.219.041/0001-39";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;69.980.000;AC;Cruzeiro do Sul;Cruzeiro do Sul;AV.RODRIGUES ALVES-340-CENTRO;(68) 3322-1190;(67) 9989-0022;hotelelocadoraczs@hotmail.com;;;"01.063593.85.0001-2";"5510-8/01-HOTEL (Primário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol;0
J A DOS SANTOS LOCAÇÕES - ME;J V I C T O R T U R;"13.641.879/0001-00";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;49.140.000;SE;Barra dos Coqueiros;Barra dos Coqueiros;RUA SÃO JOSÉ Nº 08 LOTEAMENTO KWAIT BAIRRO ATALAIA NOVA;(79) 3209-1713;;jevictorturviagensturismo@hotmail.com;;;"25.041070.85.0001-3";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7719-5/99-MOTOCICLETAS; LOCAÇÃO DE, ALUGUEL DE (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Nenhuma das Opções;0
FENIXCAR TRANSPORTE LTDA;FENIXCAR TRANSPORTE;"08.463.844/0001-80";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;40.440.560;BA;Salvador;Caminho de Areia;RUA JARDIM ALVALICE, Nº 57;(71) 4102-0733;(71) 4102-0733;fenixcartransportes@gmail.com;;;"05.081394.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Inglês;0
KARINA LOCADORA DE VEICULOS LTDA - ME;KARINA LOCADORA DE VEICULOS;"08.294.287/0001-11";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;8.500.405;SP;Ferraz de Vasconcelos;Vila Romanópolis;"AV 15 DE NOVEMBRO;N°546 ";(11) 4675-6245;;karinalocadora@ig.com.br;;;"26.079160.85.0001-1";"7711-0/00-LOCADORA DE AUTOS (Primário)";Nenhuma das Opções;0
BRASILIA LOCADORA E TURISMO LTDA -ME;TRANSPORTARE;"12.356.306/0001-64";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;72.549.350;DF;Santa Maria;Santa Maria;QD. AC 319 CONJ. B LOTE 18 LOJA 2 PRÓ DF;(61) 3395-4142;;brasilialocadora@hotmail.com;;www.brasilialocadora.com.br;"07.045766.85.0001-9";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Primário), 7721-7/00-MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Espanhol;0
LIVRE: LOCADORA DE VEICULOS E SERVIÇOS INTEGRADOS LTDA;LIVRE: LOCADORA DE VEICULOS E SERVIÇOS INTEGRADOS;"15.444.483/0001-90";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;30.644.000;MG;Belo Horizonte;Santa Helena (Barreiro);AV WALDYR SOEIRO EMRICH N°2110 SL:01;(31) 3321-9180;(31) 3321-9180;flavia@livrebrasil.com.br;;livrebrasil.com.br/teste;"11.066395.85.0001-0";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
LIMA & BRANDAO LTDA - ME;LIMA & BRANDAO LTDA - ME;"12.185.908/0001-04";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.015.300;MT;Cuiabá;Dom Aquino;AV GENERAL MELLO, 1168, SL 02;(65) 3623-0772;(65) 3623-3019;cuiabaloc@hotmail.com;;www.cuiabalocadora.com.br;"13.069871.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Nenhuma das Opções;0
VAX LOCACOES LTDA ME;VAX LOCACOES LTDA ME;"13.499.475/0001-16";Sociedade Simples;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;88.701.001;SC;Tubarão;Centro;AV PATRICIO LIMA, 306;(48) 3052-3036;;marcelo.wloch@icloud.com;;www.aluguevax.com.br;"24.078549.85.0001-8";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;0
M.L.R  LOCAÇÃO DE VEICULOS LTDA - ME;M.L.ER. LOCAÇÃO DE VEICULOS;"02.858.869/0001-05";Empresário Individual (Não MEI);;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;36.025.290;MG;Juiz de Fora;São Mateus;AV INDEPENDENCIA,Nº 2806;(32) 3082-2574;(32) 9851-1727;atendimento@flrangel.com.br;;;"11.077262.85.0001-2";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
VIP TUR TRANSPORTE E TURISMO LTDA - EPP;VIP TUR TRANSPORTE E TURISMO;"11.489.528/0001-92";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.071.201;MS;Campo Grande;Universitário;RUA ARLINDO LIMA, 210;(67) 3387-5800;(67) 9976-5800;tatybortolin@hotmail.com;;;"12.047447.85.0001-8";"4929-9/02-TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS. SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário)";Inglês;0
LOCAVIP LOCADORA DE VEÍCULOS LTDA ME;LOCAVIP LOCADORA DE VEÍCULOS LTDA ME;"07.590.999/0001-15";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;35.010.180;MG;Governador Valadares;Centro;SÃO PAULO, 135;(33) 3271-0897;(33) 3221-3218;davilocavip@hotmail.com;;;"11.055031.85.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Nenhuma das Opções;0
SEMPRE RENT A CAR LTDA - EPP;LOCALIZA RENT A CAR;"02.105.862/0001-04";Sociedade Empresária;"28/08/1997";Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;18.602.092;SP;Botucatu;Centro;AV. DOM LUCIO, 900;(14) 3882-4146;(14) 3882-4146;diretoria@sempre.adm.br;;;"26.035422.85.0001-4";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;2
W. B. R. LOCADORA DE VEICULOS LTDA - EPP;EXPRESS RENT A CAR;"05.889.678/0001-90";Sociedade Empresária;"09/12/2003";Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;78.125.300;MT;Várzea Grande;Vila Pirineu;AV. GOVERNADOR JOÃO PONCE ARRUDA, 784;(65) 3682-7360;(65) 3682-7360;financeiro2@expresslocar.com.br;presley@expresslocar.com.br;www.expresslocar.com.br;"13.035705.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Espanhol ,Inglês;1
LOCATOUR LOCAÇÕES, TRANSPORTES TURISMO LTDA ME;LOCATOUR;"02.865.613/0001-17";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;29.230.000;ES;Anchieta;Anchieta;AVENIDA VIRGILIO LORENCINI, ALTO PONGAL, N 13;(28) 99885-6799;(28) 3537-1333;herike.esconaud@gmail.com;;;"08.076021.85.0001-6";"4923-0/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, MUNICIPAL (Primário), 4929-9/01-ALUGUEL DE ÔNIBUS, MUNICIPAL, COM MOTORISTA (Secundário), 4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 4929-9/03-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, MUNICIPAL  (Secundário), 4929-9/04-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERMUNICIPAL (Secundário)";;0
SOLAR LOCADORA DE VEICULOS LTDA - ME;SOLAR LOCADORA DE VEÍCULOS;"02.886.821/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;47.800.160;BA;Barreiras;Centro;AVENIDA AHYLON MACEDO, 2360 BAIRRO VILA DOS SÁS;(77) 3613-1676;;solarlocadora@uol.com.br;;;"05.077243.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
ABOLIÇÃO RENT A CAR LTDA - ME;*****************************************;"23.735.301/0001-69";Sociedade Empresária;;Microempresa;Em Operação;Locadora de Veículos;Aluguel de Veículos;60.165.080;CE;Fortaleza;Meireles;AV. ABOLIÇÃO, 2456-A;(88) 3242-1224;;evandarodrigues@yahoo.com.br;;;"06.056120.85.0001-3";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Primário)";Inglês;0
HWR LOCADORA DE VEÍCULOS & SERVIÇOS LTDA - EPP;HWR LOCADORA DE VEÍCULOS & SERVIÇOS;"07.711.978/0001-00";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Locadora de Veículos;Aluguel de Veículos;79.420.000;MS;Camapuã;Camapuã;AV. MANOEL ALVES RODRIGUES, 294;(67) 3286-4770;(67) 99623-4620;prof_agnaldo@yahoo.com.br;agnaldoso@gmail.com;;"12.046263.85.0001-6";"7711-0/00-LOCADORA DE AUTOS (Primário)";Nenhuma das Opções;0
